k,departure dates,mean departure,standard deviation departure,payoffs,mean payoff,standard deviation payoff,survival rates,mean survival rate
23.200000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.033236093766363266, 0.021180046411247586, 0.01751772020145016]",0.21798346509476527,0.3360777211438607,"[1.0, 0.08309023441590815, 0.01765003867603965, 0.009732066778583423]",0.2776180849676328
23.3,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.032913415776273505, 0.020850739754902994, 0.017206762974094188]",0.2177427296263177,0.3362166465829572,"[1.0, 0.08228353944068376, 0.01737561646241916, 0.00955931276338566]",0.2773046171666222
23.400000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03259410902045645, 0.0205268182116271, 0.016901583508720314]",0.21750562768520096,0.336353458966494,"[1.0, 0.08148527255114113, 0.01710568184302258, 0.00938976861595573]",0.2769951807525298
23.5,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03227813578969383, 0.0202081893918269, 0.016602069666338662]",0.21727209871196487,0.336488193764266,"[1.0, 0.08069533947423457, 0.016840157826522414, 0.009223372036854813]",0.27668971733440295
23.6,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.0319654588243516, 0.01989476256511233, 0.016308111577145585]",0.21704208324165242,0.33662088580741717,"[1.0, 0.079913647060879, 0.016578968804260272, 0.009060061987303103]",0.2763881694631106
23.700000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03165604130868857, 0.019586448629170517, 0.016019601592733038]",0.21681552288264805,0.3367515693003249,"[1.0, 0.07914010327172143, 0.016322040524308763, 0.008899778662629466]",0.2760904806146649
23.8,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03134984686524219, 0.019283160079247873, 0.015736434239343625]",0.21659236029595846,0.3368802778322694,"[1.0, 0.07837461716310548, 0.01606930006603989, 0.008742463466302015]",0.27579659517386185
23.900000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03104683954928892, 0.018984810978229537, 0.015458506172147205]",0.21637253917491642,0.33700704438889323,"[1.0, 0.0776170988732223, 0.01582067581519128, 0.008588058984526225]",0.27550645841823496
24.0,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.03074698384337847, 0.018691316927302446, 0.015185716130517361]",0.21615600422529957,0.3371319013634529,"[1.0, 0.07686745960844617, 0.015576097439418703, 0.008436508961398534]",0.27522001650231587
24.1,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.030450244651942095, 0.018402595037191043, 0.01491796489428348]",0.21594270114585415,0.33725488056786607,"[1.0, 0.07612561162985523, 0.015335495864325867, 0.008287758274601934]",0.27493721644219576
24.200000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.030156587295971368, 0.018118563899953817, 0.014655155240937245]",0.21573257660921563,0.3373760132435573,"[1.0, 0.07539146823992841, 0.01509880324996151, 0.008141752911631803]",0.27465800610038044
24.3,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.0298659775077693, 0.017839143561329162, 0.014397191903771984]",0.21552557824321764,0.3374953300721053,"[1.0, 0.07466494376942324, 0.0148659529677743, 0.007998439946539992]",0.27438233417093444
24.400000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.029578381425770697, 0.017564255493619438, 0.014143981530933051]",0.21532165461258082,0.33761286118569406,"[1.0, 0.07394595356442674, 0.014636879578016196, 0.007857767517185029]",0.274110150164907
24.5,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.029293765589431794, 0.017293822569102772, 0.01389543264535956]",0.2151207552009735,0.3377286361773729,"[1.0, 0.07323441397357948, 0.01441151880758564, 0.007719684802977534]",0.27384140439603566
24.6,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.029012096934188065, 0.01702776903396079, 0.013651455605596682]",0.21492283039343638,0.3378426841111263,"[1.0, 0.07253024233547016, 0.014189807528300657, 0.007584142003109268]",0.27357604796672
24.700000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.02873334278647855, 0.016766020482713584, 0.013411962567459195]",0.21472783145916285,0.33795503353175715,"[1.0, 0.07183335696619637, 0.01397168373559465, 0.007451090315255109]",0.2733140327542615
24.8,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.028457470858837, 0.01650850383314974, 0.01317686744652705]",0.21453571053462844,0.3380657124745878,"[1.0, 0.0711436771470925, 0.013757086527624782, 0.0073204819147372506]",0.27305531139736366
24.900000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.028184449245047722, 0.016255147301742958, 0.012946085881453993]",0.21434642060706116,0.3381747484749791,"[1.0, 0.0704611231126193, 0.013545956084785798, 0.007192269934141108]",0.27279983728288654
25.0,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.027914246415366065, 0.016005880379544757, 0.012719535198071555]",0.21415991549824562,0.33828216857767357,"[1.0, 0.06978561603841515, 0.01333823364962063, 0.007066408443373086]",0.2725475645328522
25.1,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.027646831211802354, 0.015760633808543326, 0.012497134374269457]",0.2139761498486538,0.3383879993459636,"[1.0, 0.06911707802950588, 0.013133861507119437, 0.006942852430149699]",0.2722984479916938
25.200000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.02738217284346775, 0.015519339558480384, 0.012278804005636372]",0.21379507910189616,0.33849226687068706,"[1.0, 0.06845543210866938, 0.012932782965400317, 0.006821557780909097]",0.2720524432137447
25.3,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.02712024088198238, 0.015281930804115107, 0.01206446627184287]",0.2136166594894851,0.3385949967790563,"[1.0, 0.06780060220495594, 0.012734942336762587, 0.006702481262134929]",0.2718095064509634
25.400000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.026861005256944015, 0.015048341902927715, 0.01185404490375018]",0.2134408480159055,0.3386962142433193,"[1.0, 0.06715251314236004, 0.012540284919106427, 0.006585580502083434]",0.2715695946408875
25.5,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.02660443625145667, 0.014818508373252916, 0.011647465151228956]",0.21326760244398466,0.3387959439892592,"[1.0, 0.06651109062864168, 0.012348756977710762, 0.006470813972904976]",0.2713326653948144
25.6,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.026350504497718405, 0.014592366872834776, 0.011444653751671537]",0.2130968812805562,0.3388942103045335,"[1.0, 0.065876261244296, 0.01216030572736231, 0.006358140973150854]",0.27109867698620227
25.700000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.026099180972667075, 0.014369855177795092, 0.011245538899182641]",0.21292864376241122,0.33899103704685496,"[1.0, 0.06524795243166769, 0.011974879314829242, 0.006247521610657023]",0.2708675883392885
25.8,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.025850436993683876, 0.0141509121620058, 0.011050050214432986]",0.21276284984253066,0.339086447652019,"[1.0, 0.06462609248420968, 0.011792426801671498, 0.006138916785796104]",0.27063935901791936
25.900000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.02560424421435356, 0.013935477776858742, 0.010858118715161336]",0.21259946017659342,0.3391804651417791,"[1.0, 0.0640106105358839, 0.011612898147382283, 0.006032288175089632]",0.27041394921458894
26.0,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.025360574620280036, 0.013723493031423888, 0.010669676787310428]",0.2124384361097536,0.3392731121315719,"[1.0, 0.06340143655070009, 0.011436244192853239, 0.005927598215172461]",0.27019131973968147
26.1,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.025119400524958042, 0.013514899972988353, 0.010484658156782282]",0.2122797396636822,0.3393644108380971,"[1.0, 0.0627985013123951, 0.01126241664415696, 0.005824810087101269]",0.26997143201091334
26.200000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.024880694565697747, 0.013309641667969092, 0.01030299786179965]",0.21212333352386664,0.3394543830867527,"[1.0, 0.06220173641424436, 0.011091368056640908, 0.005723887700999806]",0.26975424804297127
26.3,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.024644429699604252, 0.013107662183191182, 0.010124632225860034]",0.21196918102716386,0.3395430503189287,"[1.0, 0.061611074249010626, 0.010923051819325983, 0.005624795681033352]",0.2695397304373425
26.400000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.024410579199609254, 0.012908906567524824, 0.009949498831268359]",0.21181724614960062,0.3396304335991627,"[1.0, 0.06102644799902313, 0.010757422139604018, 0.005527499350704644]",0.269327842372333
26.5,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.02417911665055474, 0.012713320833873835, 0.009777536493236632]",0.21166749349441633,0.3397165536221586,"[1.0, 0.060447791626386846, 0.010594434028228194, 0.005431964718464796]",0.26911854759327
26.6,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.02395001594532863, 0.012520851941508407, 0.009608685234536991]",0.21151988828034352,0.3398014307196716,"[1.0, 0.05987503986332157, 0.010434043284590338, 0.0053381584636316625]",0.2689118104028859
26.700000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.023723251281050236, 0.012331447778735743, 0.00944288626069625]",0.21137439633012056,0.3398850848672624,"[1.0, 0.059308128202625585, 0.010276206482279785, 0.0052460479226090284]",0.26870759565187863
26.8,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.023498797155306433, 0.012145057145901002, 0.00928008193572031]",0.21123098405923194,0.33996753569092125,"[1.0, 0.05874699288826608, 0.0101208809549175, 0.005155601075400172]",0.26850586872964594
26.900000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.023276628362436755, 0.011961629738713318, 0.009120215758335753]",0.21108961846487145,0.34004880247356695,"[1.0, 0.05819157090609189, 0.009968024782261097, 0.005066786532408752]",0.26830659555519043
27.0,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.023056719989867164, 0.011781116131888954, 0.008963232338738327]",0.2109502671151236,0.3401289041614203,"[1.0, 0.05764179997466791, 0.009817596776574128, 0.004979573521521293]",0.2681097425681908
27.1,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.022839047414491918, 0.011603467763106392, 0.008809077375836024]",0.2108128981383586,0.3402078593702564,"[1.0, 0.05709761853622979, 0.009669556469255325, 0.0048939318754644585]",0.26791527672023735
27.200000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.022623586299102005, 0.011428636917266796, 0.00865769763497671]",0.2106774802128364,0.3402856863915371,"[1.0, 0.056558965747755006, 0.009523864097722328, 0.004809832019431507]",0.2677231654662272
27.3,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.022410312588861284, 0.011256576711053547, 0.008509040926149099]",0.210543982556516,0.34036240319842587,"[1.0, 0.05602578147215321, 0.009380480592544621, 0.004727244958971722]",0.2675333767559174
27.400000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.022199202507827698, 0.011087241077785326, 0.00836305608264665]",0.21041237491706494,0.3404380274516876,"[1.0, 0.05549800626956924, 0.009239367564821103, 0.004646142268137029]",0.2673458790256318
27.5,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.021990232555520017, 0.010920584752556962, 0.00821969294018457]",0.2102826275620654,0.34051257650547556,"[1.0, 0.054975581388800036, 0.009100487293797466, 0.0045664960778803165]",0.26716064119011945
27.6,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.021783379503529987, 0.010756563257661859, 0.00807890231645932]",0.21015471126941282,0.3405860674130068,"[1.0, 0.05445844875882496, 0.008963802714718215, 0.004488279064699623]",0.2669776326345607
27.700000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.021578620392177353, 0.010595132888290996, 0.007940635991141535]",0.2100285973179025,0.34065851693212945,"[1.0, 0.053946550980443375, 0.008829277406909163, 0.004411464439523075]",0.2667968232067189
27.8,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.021375932527209318, 0.010436250698502665, 0.007804846686292464]",0.20990425747800112,0.34072994153078273,"[1.0, 0.053439831318023295, 0.008696875582085553, 0.004336025936829147]",0.2666181832092345
27.900000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.021175293476542806, 0.010279874487457938, 0.007671488047194554]",0.20978166400279882,0.3408003573923526,"[1.0, 0.052938233691357015, 0.008566562072881614, 0.004261937803996975]",0.2664416833920589
28.0,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.020976681067048416, 0.010125962785916287, 0.007540514623587489]",0.20966078961913806,0.34086978042092453,"[1.0, 0.052441702667621035, 0.008438302321596905, 0.0041891747908819384]",0.26626729494502493
28.1,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.020780073381377044, 0.009974474842986485, 0.007411881851300127]",0.20954160751891593,0.3409382262464349,"[1.0, 0.05195018345344261, 0.008312062369155403, 0.004117712139611182]",0.2660949894905523
28.200000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.02058544875482673, 0.009825370613127656, 0.00728554603427059]",0.20942409135055623,0.3410057102297247,"[1.0, 0.051463621887066824, 0.008187808844273045, 0.0040475255745947725]",0.2659247390764837
28.3,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.020392785772250798, 0.009678610743395571, 0.007161464326945039]",0.20930821521064788,0.3410722474674954,"[1.0, 0.05098196443062699, 0.008065508952829642, 0.003978591292747244]",0.265756516169051
28.400000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.020202063265005593, 0.009534156560929447, 0.0070395947170474584]",0.20919395363574564,0.3411378527971698,"[1.0, 0.05050515816251398, 0.007945130467441205, 0.003910885953915255]",0.2655902936459676
28.5,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.020013260307937934, 0.009391970060674323, 0.006919896008712283]",0.20908128159433112,0.34120254080165985,"[1.0, 0.05003315076984483, 0.007826641717228602, 0.003844386671506824]",0.26542604478964504
28.6,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.019826356216411736, 0.00925201389333476, 0.006802327805971561]",0.20897017447892952,0.34126632581404276,"[1.0, 0.049565890541029334, 0.007710011577778965, 0.003779071003317534]",0.2652637432805314
28.700000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.019641330543372422, 0.009114251353554925, 0.006686850496589455]",0.20886060809837922,0.34132922192214754,"[1.0, 0.04910332635843105, 0.007595209461295769, 0.0037149169425496975]",0.2651033631905691
28.8,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.01945816307644971, 0.00897864636832081, 0.006573425236236072]",0.20875255867025166,0.34139124297305357,"[1.0, 0.04864540769112428, 0.0074822053069340064, 0.0036519029090200405]",0.2649448789767696
28.900000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.019276833835097904, 0.008845163485580398, 0.006462013932993403]",0.20864600281341794,0.34145240257750265,"[1.0, 0.04819208458774476, 0.007370969571316998, 0.0035900077405518907]",0.2647882654749034
29.0,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.019097323067772575, 0.00871376786307732, 0.006352579232186259]",0.20854091754075904,0.3415127141142263,"[1.0, 0.04774330766943143, 0.0072614732192310995, 0.003529210684547922]",0.2646334978933026
29.1,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.018919611249144097, 0.008584425257393726, 0.006245084501530781]",0.2084372802520172,0.341572190734191,"[1.0, 0.04729902812286024, 0.00715368771449477, 0.003469491389739323]",0.2644805518067736
29.200000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.018743679077346656, 0.0084571020131986, 0.0061394938165940435]",0.20833506872678484,0.3416308453647605,"[1.0, 0.04685919769336664, 0.007047585010998832, 0.0034108298981078023]",0.26432940315061826
29.3,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.01856950747126299, 0.008331765052697225, 0.006035771946557722]",0.20823426111762947,0.34168869071378016,"[1.0, 0.04642376867815747, 0.006943137543914353, 0.0033532066369765124]",0.2641800282147621
29.400000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.018397077567843853, 0.008208381865278174, 0.005933884340279167]",0.2081348359433503,0.3417457392735811,"[1.0, 0.04599269391960963, 0.006840318221065144, 0.0032966024112662043]",0.26403240363798525
29.5,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.018226370719461874, 0.00808692049735372, 0.005833797112643918]",0.20803677208236487,0.3418020033249096,"[1.0, 0.045565926798654684, 0.006739100414461433, 0.003240998395913288]",0.26388650640225736
29.6,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.018057368491299682, 0.007967349542389786, 0.0057354770312024695]",0.207940048766223,0.3418574949407793,"[1.0, 0.0451434212282492, 0.006639457951991488, 0.003186376128445817]",0.2637423138271716
29.700000000000003,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.01789005265877115, 0.0078496381311224, 0.005638891503086157]",0.20784464557324495,0.34191222599025156,"[1.0, 0.044725131646927874, 0.0065413651092686665, 0.003132717501714532]",0.2635998035644778
29.8,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.017724405204975896, 0.007733755921956193, 0.005544008562195302]",0.20775054242228186,0.34196620814214196,"[1.0, 0.04431101301243974, 0.00644479660163016, 0.003080004756775168]",0.26345895359271126
29.900000000000002,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.017560408318186487, 0.007619673091541959, 0.005450796856654173]",0.20765771956659568,0.3420194528686565,"[1.0, 0.04390102079546621, 0.006349727576284965, 0.003028220475918985]",0.2633197422119175
30.0,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.01739804438936758, 0.00750736032552975, 0.005359225636526846]",0.20756615758785604,0.3420719714489585,"[1.0, 0.04349511097341895, 0.0062561336046081245, 0.002977347575848248]",0.26318214803846884
30.1,"[116, 105, 95, 90]",101.5,9.962429422585638,"[0.8, 0.017237296009727125, 0.007396788809493696, 0.005269264741788349]",0.2074758373902523,0.3421237749726671,"[1.0, 0.04309324002431781, 0.0061639906745780786, 0.0029273693009935274]",0.26304614999997233
30.200000000000003,"[115, 100, 100, 90]",101.25,8.926785535678562,"[1.0, 0.0073016234581017095, 0.0073016234581017095, 0.005180884590545632]",0.2549460328766873,0.43015797977520565,"[1.0, 0.012169372430169514, 0.012169372430169514, 0.0028782692169697956]",0.2568042535193272
30.3,"[115, 100, 100, 90]",101.25,8.926785535678562,"[1.0, 0.007208365827444787, 0.007208365827444787, 0.005094056167503]",0.2548776969555982,0.4301974281834107,"[1.0, 0.01201394304574131, 0.01201394304574131, 0.0028300312041683335]",0.2567144793239127
30.400000000000002,"[115, 100, 100, 90]",101.25,8.926785535678562,"[1.0, 0.007116368416923542, 0.007116368416923542, 0.005008751012666488]",0.25481037196162837,0.43023629273595226,"[1.0, 0.011860614028205901, 0.011860614028205901, 0.0027826394514813826]",0.25662596687697325
30.5,"[115, 100, 100, 90]",101.25,8.926785535678562,"[1.0, 0.007025613264181855, 0.007025613264181855, 0.004924941210282528]",0.2547440419346616,0.43027458265756474,"[1.0, 0.01170935544030309, 0.01170935544030309, 0.00273607845015696]",0.2565386973326908
30.6,"[115, 100, 100, 90]",101.25,8.926785535678562,"[1.0, 0.006936082676160074, 0.006936082676160074, 0.004842599378005308]",0.2546786911825813,0.43031230701800355,"[1.0, 0.011560137793600121, 0.011560137793600121, 0.0026903329877807267]",0.25645265214374524
30.700000000000003,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.009567603028171768, 0.005640310946133798, 0.004762235992153951]",0.2549925374916149,0.43013406465928394,"[1.0, 0.015946005046952944, 0.005640310946133798, 0.003968529993461626]",0.25638871149663706
30.8,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.0094546706286755, 0.0055576864413132395, 0.004687914668445541]",0.25492506793460856,0.43017295770810493,"[1.0, 0.015757784381125833, 0.0055576864413132395, 0.00390659555703795]",0.2563055165948692
30.900000000000002,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.009343153509067517, 0.005476335017356602, 0.004614810276099859]",0.254858574700631,0.4302112878699408,"[1.0, 0.015571922515112527, 0.005476335017356602, 0.003845675230083215]",0.2562234831906381
31.0,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.009233032903449125, 0.005396236093685711, 0.004542901956610431]",0.2547930427384363,0.4302490638302191,"[1.0, 0.015388388172415205, 0.005396236093685711, 0.0037857516305086917]",0.2561425939741524
31.1,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.009124290308378207, 0.005317369438001929, 0.004472169224950366]",0.2547284572428326,0.4302862941320854,"[1.0, 0.015207150513963676, 0.005317369438001929, 0.003726807687458638]",0.25606283190985607
31.200000000000003,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.009016907479008093, 0.005239715160129133, 0.004402591962599692]",0.2546648036504342,0.4303229871788679,"[1.0, 0.015028179131680154, 0.005239715160129133, 0.0036688266354997427]",0.2559841802318273
31.3,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.008910866425286277, 0.005163253705970273, 0.004334150410708314]",0.25460206763549126,0.4303591512364978,"[1.0, 0.014851444042143792, 0.005163253705970273, 0.0036117920089235945]",0.25590662243925943
31.400000000000002,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.008806149408211492, 0.005087965851575115, 0.0042668251633915764]",0.2545402351057945,0.4303947944358844,"[1.0, 0.014676915680352485, 0.005087965851575115, 0.0035556876361596467]",0.2558301422920218
31.5,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.00870273893614871, 0.005013832697317197, 0.004200597161156024]",0.2544792921986555,0.43042992477524816,"[1.0, 0.01450456489358118, 0.005013832697317197, 0.003500497634296686]",0.25575472380629877
31.6,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.00860061776120084, 0.00494083566217798, 0.004135447684452529]",0.25441922527695787,0.4304645501224102,"[1.0, 0.01433436293533473, 0.00494083566217798, 0.00344620640371044]",0.2556803512503058
31.700000000000003,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.00849976887563598, 0.004868956478135894, 0.004071358347354405]",0.2543600209252816,0.4304986782170414,"[1.0, 0.014166281459393297, 0.004868956478135894, 0.0033927986227953377]",0.2556070091400811
31.8,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.008400175508370125, 0.004798177184658546, 0.004008311091357736]",0.2543016659460966,0.43053231667286934,"[1.0, 0.014000292513950205, 0.004798177184658546, 0.003340259242798113]",0.2555346822353517
31.900000000000002,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.008301821121503485, 0.004728480123295793, 0.003946288179301893]",0.25424414735602535,0.43056547297984626,"[1.0, 0.01383636853583914, 0.004728480123295793, 0.003288573482751577]",0.2554633555354716
32.0,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.008204689406910196, 0.004659847932372179, 0.00388527218940718]",0.2541874523821724,0.43059815450627686,"[1.0, 0.013674482344850325, 0.004659847932372179, 0.003237726824505983]",0.25539301427543215
32.1,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.008108764282880437, 0.004592263541776455, 0.0038252460094279164]",0.25413156845852125,0.43063036850090847,"[1.0, 0.013514607138134061, 0.004592263541776455, 0.0031877050078565963]",0.2553236439219418
32.2,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.008014029890813732, 0.00452571016784651, 0.0037661928309182455]",0.2540764832223946,0.4306621220949826,"[1.0, 0.013356716484689552, 0.00452571016784651, 0.003138494025765204]",0.2552552301695753
32.300000000000004,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.007920470591963243, 0.004460171308347949, 0.0037080961436085076]",0.2540221845109799,0.4306934223042497,"[1.0, 0.013200784319938735, 0.004460171308347949, 0.003090080119673756]",0.2551877589369901
32.4,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.007828070964229775, 0.004395630737544316, 0.0036509397298899802]",0.25396866035791604,0.4307242760309474,"[1.0, 0.013046784940382956, 0.004395630737544316, 0.0030424497749083164]",0.25512121636320895
32.5,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.007736815799004767, 0.004332072501357447, 0.0035947076594057695]",0.253915898989942,0.43075469006574374,"[1.0, 0.012894692998341277, 0.004332072501357447, 0.002995589716171474]",0.25505558880396756
32.6,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.007646690098061782, 0.004269480912616161, 0.0035393842837458055]",0.253863888823606,0.4307846710896438,"[1.0, 0.012744483496769635, 0.004269480912616161, 0.002949486903121504]",0.25499086282812683
32.7,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.007557679070495125, 0.00420784054639152, 0.00348495423124378]",0.2538126184620326,0.43081422567586397,"[1.0, 0.01259613178415854, 0.00420784054639152, 0.0029041285260364828]",0.2549270252141466
32.800000000000004,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.007469768129705571, 0.0041471362354172266, 0.003431402401874036]",0.2537620766917492,0.4308433602916707,"[1.0, 0.012449613549509284, 0.0041471362354172266, 0.002859502001561696]",0.25486406294662206
32.9,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.007382942890431839, 0.004087353065593233, 0.003378713962246483]",0.25371225247956786,0.4308720813001873,"[1.0, 0.012304904817386397, 0.004087353065593233, 0.002815594968538735]",0.25480196321287957
33.0,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.007297189165827362, 0.004028476371571332, 0.0033268743406973007]",0.25366313496952403,0.4309003949621679,"[1.0, 0.012161981943045602, 0.004028476371571332, 0.0027723952839144167]",0.25474071339963283
33.1,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.007212492964581808, 0.003970491732420886, 0.003275869222473918]",0.25361471347986914,0.43092830743773947,"[1.0, 0.012020821607636345, 0.003970491732420886, 0.0027298910187282645]",0.25468030108969636
33.2,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.007128840488085971, 0.003913384967373374, 0.003225684545012141]",0.25356697750011786,0.4309558247881128,"[1.0, 0.011881400813476616, 0.003913384967373374, 0.0026880704541767837]",0.2546207140587567
33.300000000000004,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.0070462181276402325, 0.0038571421316441674, 0.003176306493303615]",0.25351991668814705,0.43098295297726263,"[1.0, 0.011743696879400385, 0.0038571421316441674, 0.002646922077753012]",0.2545619402721994
33.4,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.006964612461705205, 0.0038017495123301094, 0.0031277214953518953]",0.25347352086734676,0.4310096978735779,"[1.0, 0.011607687436175339, 0.0038017495123301094, 0.0026064345794599123]",0.2545039678819913
33.5,"[115, 101, 96, 94]",101.5,8.200609733428363,"[1.0, 0.006884010253194207, 0.0037471936243813745, 0.0030799162177153113]",0.2534277800238227,0.4310360652514823,"[1.0, 0.011473350421990344, 0.0037471936243813745, 0.0025665968480960925]",0.25444678522361697
